file_path,line_numbers,texts
online-editor/src/editor/Toolbar/SyncDropdownMenu.tsx,"[100, 101, 105, 116, 122, 125, 126, 168, 196, 235, 236, 251]","[""mouseenter click"", ""left"", ""GitHub Gist"", ""menuitem"", ""default"", ""nowrap"", ""您无法更新不属于您的 Gist"", ""default"", ""GitHub Gist"", ""mouseenter click"", ""left"", ""default""]"
online-editor/src/editor/Toolbar/FileSwitcher.tsx,"[90, 250, 251, 254, 256, 257, 274, 302, 306, 307, 308, 309, 319, 320, 325, 336, 337, 346, 354, 378, 399, 431, 464, 466, 480, 484, 518, 530, 536, 540, 542, 550, 595, 697, 702, 740, 765, 770, 771, 772, 776, 778, 780, 790, 795, 829, 856, 870, 871, 923, 926, 933, 936, 946, 967, 1004, 1015, 1054, 1067]","[""rootMenu"", ""alignItemsCenter"", ""nowrap"", ""flex"", ""baseline"", ""relative"", ""left"", ""nowrap"", ""alignItemsCenter"", ""kogito--editor__toolbar-name-container ${newFileNameValid ? \""\"" : \""invalid\""}"", ""EmbeddedEditorFile name"", ""h3"", ""2xl"", ""bold"", ""bottom"", ""manual"", ""bold"", ""text"", ""Edit file name"", ""none"", ""down"", ""auto"", ""li"", ""down"", ""dd${descriptor.workspaceId}"", ""fixed"", ""link"", ""load"", ""#EEE"", ""xl"", ""h4"", ""lg"", ""search"", ""small"", ""nearest"", ""smooth"", ""up"", ""${props.workspace.descriptor.workspaceId}-breadcrumb"", ""justifyContentFlexEnd"", ""alignItemsCenter"", ""Select to display only modified, added, or deleted files"", ""bottom"", ""Only modified"", ""Select to display only modified, added, or deleted files"", ""justifyContentCenter"", ""li"", ""div"", ""auto"", ""li"", ""down"", ""dd${props.workspace.descriptor.workspaceId}-other"", ""fixed"", ""up"", ""li"", ""div"", ""block"", ""insetMd"", ""plain"", ""plain""]"
online-editor/src/editor/Toolbar/VsCodeDropdownMenu.tsx,"[63, 71, 74, 85, 86, 87, 92, 93, 95, 118, 137]","[""right"", ""nowrap"", ""nowrap"", ""hidden"", ""ellipsis"", ""middle""]"
online-editor/src/editor/Toolbar/FileStatus.tsx,"[66, 67, 69, 74, 79, 80, 82, 87, 95, 96, 98, 103, 108, 109, 111, 116]","[""Saving in memory..."", ""bottom"", ""hidden"", ""flex"", ""sm"", ""File is in memory."", ""bottom"", ""hidden"", ""flex"", ""sm"", ""Writing file..."", ""bottom"", ""hidden"", ""flex"", ""sm"", ""File is written on disk."", ""bottom"", ""hidden"", ""flex"", ""sm""]"
online-editor/src/editor/Toolbar/Accelerators/AcceleratorIcon.tsx,[29],"[""middle""]"
online-editor/src/editor/Toolbar/Accelerators/AcceleratorModal.tsx,"[45, 49, 52, 58, 63, 79]","[""Accelerator"", ""cancel"", ""link"", ""h1"", ""1rem 0"", ""inline""]"
online-editor/src/editor/Toolbar/Accelerators/AcceleratorIndicator.tsx,[41],"[""right""]"
online-editor/src/editor/Toolbar/Accelerators/AcceleratorsDropdown.tsx,"[76, 80]","[""Accelerators"", ""right""]"
online-editor/src/editor/Toolbar/GitIntegration/CreateGistOrSnippetModal.tsx,"[106, 132, 165, 261, 262, 272, 283, 293, 302]","[""organization"", ""https"", ""https"", ""HEAD"", ""create"", ""organization"", ""hidden""]"
online-editor/src/editor/Toolbar/GitIntegration/LoadOrganizationsSelect.tsx,"[124, 125, 164, 165, 177, 180, 182, 202, 225, 226]","[""organization"", ""user"", ""group1"", ""user"", ""li"", ""group2"", ""organization"", ""grow"", ""link"", ""Reload""]"
online-editor/src/editor/Toolbar/GitIntegration/PushToGitAlertActionLinks.tsx,"[40, 45, 64]","[""Should specify remoteRef for GIT workspaces"", ""bold"", ""default""]"
online-editor/src/editor/Toolbar/GitIntegration/GitIntegrationContextProvider.tsx,"[109, 207, 219, 221, 229, 269]","[""gists"", ""get"", ""response"", ""data"", ""function"", ""github"", ""bitbucket"", ""git"", ""github""]"
online-editor/src/editor/Toolbar/GitIntegration/CreateGitRepositoryModal.tsx,"[88, 105, 112, 133, 168, 271, 272, 285, 296, 306, 314, 328, 330]","[""organization"", ""https"", ""https"", ""organization"", ""organization"", ""Undefined create repository command for auth type "", ""create"", ""organization"", ""hidden"", ""inset3xl"", ""hidden""]"
online-editor/src/editor/Toolbar/GitIntegration/GitIntegrationAlerts.tsx,"[42, 59, 62, 75, 78, 89, 98, 112, 126, 144, 147, 162, 180, 194, 195, 204, 221, 236, 270, 273, 277, 305, 334, 341, 349, 372]","[""sm"", ""sm"", ""Commit created."", ""Pushed to '${workspace.descriptor.origin.url}'"", ""sm"", ""Pulled from '${workspace.descriptor.origin.url}'"", ""mouseenter click"", ""left"", ""Switch to '${newBranchName}'"", ""无内容需要提交。"", ""sm"", ""Gist"", ""force"", ""dismiss""]"
online-editor/src/editor/Toolbar/Workspace/Hooks.tsx,"[61, 72, 81]","[""insetMd"", ""bold""]"
online-editor/src/editor/Toolbar/Workspace/WorkspaceToolbar.tsx,"[103, 104, 105, 106, 137, 140, 144, 148, 149, 151, 158, 163]","[""justifyContentFlexStart"", ""nowrap"", ""spaceItemsSm"", ""alignItemsCenter"", ""middle"", ""inline-block"", ""middle"", ""h3"", ""md"", ""italic"", ""text"", ""italic""]"
online-editor/src/editor/Toolbar/Share/EmbedModal.tsx,"[36, 37, 46, 48, 53, 55, 60, 62, 100, 109, 112, 118, 130, 144, 154, 155, 156, 161, 194, 198, 212, 218, 241]","[""${fileContent}"", ""*"", ""module"", ""${gistId}"", ""text"", ""en"", ""${standaloneEditorLibraryUrl}"", ""iframe"", ""mouseenter click"", ""GitHub Gist"", ""\\n""]"
online-editor/src/editor/Toolbar/Share/GitDropdownGroup.tsx,"[77, 105, 106, 115, 141, 142, 150]","[""mouseenter click"", ""left"", ""button"", ""mouseenter click"", ""left"", ""button""]"
online-editor/src/editor/Toolbar/Share/DownloadDropdownGroup.tsx,"[57, 97]","[""button""]"
online-editor/src/editor/Toolbar/Share/EmbedDropdownGroup.tsx,"[39, 57]","[""button""]"
online-editor/src/editor/ExtendedServices/ExtendedServicesDropdownGroup.tsx,"[62, 67, 71, 84]","[""Run"", ""left"", ""button"", ""Deploy""]"
online-editor/src/editor/ExtendedServices/ExtendedServicesButtons.tsx,"[129, 131, 147, 157, 173, 191, 200, 208, 218, 229, 230]","[""top"", ""action"", ""button"", ""button"", ""button"", ""button"", ""div"", "" Delete inputs"", ""file"", ""none""]"
online-editor/src/os/SelectOs.tsx,"[36, 37, 38, 66, 77]","[""Linux"", ""macOS"", ""Windows"", ""parent""]"
online-editor/src/authSessions/AuthSessionLabel.tsx,"[33, 37, 39]","[""alignItemsCenter"", ""inline-flex"", ""git"", ""openshift"", ""kubernetes""]"
online-editor/src/authSessions/CompatibleAuthSessions.ts,"[38, 65, 68, 73, 74, 75, 94, 130, 133, 160, 164, 171, 173, 177, 184, 186, 190, 197, 199, 203, 210, 212, 216]","[""none"", ""none"", ""none"", ""github"", ""gitlab"", ""bitbucket"", ""git"", ""none"", ""git"", ""none"", ""git"", ""Same"", ""Same"", ""Same"", ""git"", ""none"", ""Same"", ""Same"", ""openshift"", ""Same"", ""Same"", ""kubernetes"", ""Same"", ""Same"", ""kubernetes"", ""openshift"", ""Same""]"
online-editor/src/authSessions/AuthSessionsContext.tsx,"[157, 187, 203, 285, 297]","[""git"", ""openshift"", ""kubernetes"", ""git"", ""git""]"
online-editor/src/authSessions/AuthSessionSelect.tsx,"[76, 112, 153, 154, 155, 168, 170, 195, 196, 221, 227, 233, 244, 254, 257, 273, 276, 305]","[""none"", ""parent"", ""less"", ""more"", ""title"", ""italic"", ""0.8"", ""var(--pf-global--BoxShadow--sm-top)"", ""var(--pf-global--BoxShadow--sm-top)"", ""${id}-divider"", ""insetMd"", ""none"", ""git"", ""justifyContentSpaceBetween"", ""openshift"", ""kubernetes"", ""justifyContentSpaceBetween"", ""bottom""]"
online-editor/src/authSessions/AuthSessionApi.ts,"[36, 44, 45, 53, 55, 69, 80, 81, 82, 117, 121]","[""Map"", ""object"", ""Map"", ""none"", ""none"", ""git"", ""openshift"", ""kubernetes"", ""none"", ""openshift"", ""kubernetes"", ""git""]"
online-editor/src/authSessions/AuthSessionsList.tsx,"[64, 106, 108, 118, 155, 156, 160, 161, 162, 166, 177, 193, 215, 237]","[""openshift"", ""kubernetes"", ""auto"", ""none"", ""openshift"", ""kubernetes"", ""flex"", ""git"", ""git"", ""openshift"", ""kubernetes"", ""1 usage"", ""${props.usages.length} usages"", ""-"", ""insetXl"", ""openshift"", ""kubernetes"", ""openshift"", ""git""]"
online-editor/src/devDeployments/DevDeploymentsTokensList.tsx,"[42, 73, 86, 122]","[""labels"", ""annotations"", ""xxxxxxxxx"", ""x"", ""pre""]"
online-editor/src/devDeployments/DevDeploymentsConfirmDeleteModal.tsx,"[45, 60, 73, 112, 113, 120]","[""openshift"", ""kubernetes"", ""confirm"", ""cancel"", ""link""]"
online-editor/src/devDeployments/DevDeploymentsDropdown.tsx,"[62, 79, 80, 126, 127, 130, 131, 134, 135, 141, 145, 154, 158, 177, 180, 186, 199, 211, 230, 250, 251]","[""openshift"", ""kubernetes"", ""openshift"", ""kubernetes"", ""Can't load Dev Deployments with this AuthSession."", ""sk1"", ""80%"", ""sk2"", ""80%"", ""sk3"", ""80%"", ""disabled link"", ""h4"", ""md"", ""disabled link"", ""h4"", ""md"", ""delete-all-separator"", ""insetMd"", ""button"", ""sm"", ""h4"", ""md"", ""right"", ""cloud-auth-session-select"", ""justifyContentSpaceBetween""]"
online-editor/src/devDeployments/DevDeploymentsDropdownItem.tsx,"[90, 108, 123, 137, 162, 191]","[""left"", ""left"", ""left"", ""left"", ""grow"", ""0"", ""alignSelfCenter""]"
online-editor/src/devDeployments/DevDeploymentsConfirmDeployModal.tsx,"[89, 104, 185, 205, 225, 240, 262, 263, 270, 283, 299]","[""boolean"", ""text"", ""number"", ""number"", ""confirm"", ""cancel"", ""link"", ""parent"", ""fullWidth"", ""1rem""]"
online-editor/src/devDeployments/DevDeploymentsContextProvider.tsx,"[57, 63]","[""openshift"", ""kubernetes""]"
online-editor/src/devDeployments/DevDeploymentsDeployDropdownItems.tsx,"[41, 70, 91, 96, 99, 106]","[""openshift"", ""kubernetes"", ""button"", ""nowrap"", ""nowrap""]"
online-editor/src/devDeployments/services/KieSandboxDevDeploymentsService.ts,"[106, 109]","[""Progressing"", ""True""]"
online-editor/src/devDeployments/services/KubernetesService.ts,"[49, 50, 57, 58, 61, 65, 66, 69, 93, 124, 125, 131, 185, 191, 263, 266, 290, 324, 355, 357]","[""CONNECTED"", ""ERROR"", ""Namespace"", ""v1"", ""Deployment"", ""Service"", ""v1"", ""Ingress"", ""Ingress"", ""Service"", ""v1"", ""Deployment"", ""k8sApiServerEndpointsByResourceKind"", ""k8sApiServerEndpointsByResourceKind"", ""Progressing"", ""True"", ""${apiPath.replace(\"":namespace\"", this.args.connection.namespace)}/${args.resourceId}"", "":namespace"", ""${apiPath.replace(\"":namespace\"", this.args.connection.namespace)}/${args.resourceId}"", ""DELETE""]"
online-editor/src/devDeployments/services/common.ts,"[21, 22, 24, 25, 29, 30]","[""UP"", ""DOWN"", ""PREPARING"", ""ERROR"", ""UP"", ""ERROR""]"
online-editor/src/devDeployments/services/KieSandboxDevDeploymentsUploadAppApi.tsx,"[22, 23, 24, 25, 30, 49]","[""READY"", ""UPLOADING"", ""UPLOADED"", ""ERROR"", ""myFile"", ""POST""]"
online-editor/src/devDeployments/services/openshift/KieSandboxOpenShiftService.ts,"[39, 43, 49]","[""Route"", ""Project"", ""Route""]"
online-editor/src/devDeployments/services/openshift/OpenShiftDeploymentOptions.ts,"[33, 36, 41, 44, 50]","[""boolean"", ""test"", ""/kind"", ""Deployment"", ""add"", ""TCP""]"
online-editor/src/devDeployments/services/deploymentOptions/types.ts,"[33, 37, 41, 48]","[""text"", ""number"", ""boolean"", ""boolean""]"
online-editor/src/devDeployments/services/deploymentOptions/KieSandboxDevDeploymentRequiredPatches.ts,"[38, 39, 45, 50, 58, 59, 65, 70]","[""checkType"", ""/metadata/labels"", ""null"", ""add"", ""/metadata/labels"", ""add"", ""add"", ""checkType"", ""/metadata/annotations"", ""null"", ""add"", ""/metadata/annotations"", ""add"", ""add""]"
online-editor/src/devDeployments/services/deploymentOptions/kogitoQuarkusBlankApp/DeploymentYaml.ts,[55],"[""2048Mi""]"
online-editor/src/devDeployments/services/deploymentOptions/kogitoQuarkusBlankApp/IngressYaml.ts,[35],"[""false""]"
online-editor/src/devDeployments/services/deploymentOptions/kogitoQuarkusBlankApp/FormWebappIngressYaml.ts,[35],"[""false""]"
online-editor/src/devDeployments/services/deploymentOptions/customImage/DeploymentYaml.ts,[52],"[""2048Mi""]"
online-editor/src/devDeployments/services/deploymentOptions/customImage/IngressYaml.ts,[35],"[""false""]"
online-editor/src/devDeployments/services/deploymentOptions/customImage/index.ts,"[36, 40, 43, 46, 55, 59, 62, 65, 72, 75, 84, 86, 88, 91, 94]","[""dockerImage"", ""text"", ""test"", ""/kind"", ""Deployment"", ""replace"", ""containerPort"", ""number"", ""test"", ""/kind"", ""Deployment"", ""replace"", ""test"", ""/kind"", ""Service"", ""replace"", ""command"", ""The command to be executed when the container starts (passed as args to the Deployment)"", ""text"", ""test"", ""/kind"", ""Deployment"", ""add""]"
online-editor/src/devDeployments/services/kubernetes/KieSandboxKubernetesService.ts,[62],"[""deployments"", ""services"", ""ingresses""]"
online-editor/src/devDeployments/services/kubernetes/KubernetesDeploymentOptions.ts,"[32, 35, 40, 43, 49, 60, 63, 68, 73, 85, 90, 93, 96, 108, 111, 116, 121]","[""boolean"", ""test"", ""/kind"", ""Deployment"", ""add"", ""TCP"", ""test"", ""/kind"", ""Deployment"", ""add"", ""add"", ""add"", ""command"", ""text"", ""test"", ""/kind"", ""Deployment"", ""add"", ""test"", ""/kind"", ""Deployment"", ""add"", ""add"", ""add""]"
